"id_obra";"descricao";"periodo";"qtd_dias";"status_obra";"licitacao";"empresa";"modalidade";"valor";"fonte_recurso";"vigencia_projeto";"projeto";"id_unidade_responsavel";"unidade_responsavel"
"846";"SERVIÇOS DE FORNECIMENTO E INSTALAÇÃO DE ALAMBRADO EM FERRO E PORTÃO DE CORRER E DE GIRO PARA O DEPARTAMENTO DE ODONTOLOGIA";"01/11/2006 - 30/11/2006";"30";"FINALIZADA";"508/2006";" 05.761.778/0001-37 - TERCEIRIZE SERVIÇOS LTDA";"CONVITE";"R$        36.857,80";"APLICACOES FINANCEIRAS (280154215)";;;;
"1369";"SERVIÇOS DE PINTURA GERAL DAS DEPENDÊNCIAS DO PRÉDIO DA ADMINISTRAÇÃO DO DMP/UFRN";"21/12/2006 - 20/01/2007";"30";"FINALIZADA";"510/2006";" 02.005.281/0001-09 - POLO";"CONVITE";"R$        16.736,35";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)"
"1399";"SERVIÇOS DE ADAPTAÇÃO DO LABORATÓRIO DE BIOLOGIA MOLECULAR E BANCADAS DO LABORATÓRIO DE HEMATOLOGIA DO DCTA DA FACULDADE DE FARMÁCIA - CCS ";"16/01/2007 - 16/03/2007";"60";"FINALIZADA";"18/2006";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        37.633,98";"APLICACOES FINANCEIRAS (280154215)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";;
"1433";"FORNECIMENTO E INSTALAÇÃO DE ELEVADOR PARA 08 (OITO) PASSAGEIROS";"19/09/2006 - 17/03/2007";"180";"FINALIZADA";"7/2006";" 02.474.174/0001-11 - ELEVADORES SUPER LTDA";"CONVITE";"R$        74.890,00";;"31/05/2005 - 30/05/2008";"CENPES/AVALIACAO DE CO2 (1342005)";"441";"CENTRO DE CIÊNCIAS DA SAÚDE"
"1651";"REFORMA DO PONTO DE PRESENÇA -POP/RN E CONSTRUÇÃO DA CASA DO GRUPO GERADOR NO CENTRO DE CONVIVÊNCIA - CAMPUS UNIVERSITÁRIO-UFRN";"27/03/2007 - 25/06/2007";"90";"FINALIZADA";"514/2006";" 02.005.281/0001-09 - POLO";"CONVITE";"R$       171.202,79";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"9";"SERVIÇOS TÉCNICOS DE ENGENHARIA A SER REALIZADO NA GLEBA JUNDIAÍ - DENTRO DOS LIMITES DA ESCOLA AGRÍCOLA JUNDIAÍ";"20/06/2006 - 18/08/2006";"60";"FINALIZADA";"5/2006";" 07.188.930/0001-60 - IM ENGENHARIA LTDA EPP";"CONVITE";"R$       125.829,88";"APLICACOES FINANCEIRAS (280154215)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";;
"11";"SERVIÇOS DE URBANIZAÇÃO DA PRAÇA DO CENTRO DE CIÊNCIAS SOCIAIS APLICADAS CCSA/UFRN";"24/03/2006 - 22/05/2006";"60";"FINALIZADA";"501/2006";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        22.011,14";"APLICACOES FINANCEIRAS (280154215)";;;"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS"
"15";"COMPLEMENTAÇÃO DOS SERVIÇOS DE REFORMA NA SUPERINTENDÊNCIA DE COMUNICAÇÃO ONDE FUNCIONA A CENOGRAFIA DA TVU";"19/05/2006 - 02/07/2006";"45";"FINALIZADA";"503/2006";" 05.761.778/0001-37 - TERCEIRIZE SERVIÇOS LTDA";"CONVITE";"R$         9.730,24";"APLICACOES FINANCEIRAS (280154215)";;;;
"18";"FORNECIMENTO E INSTALAÇÃO DE SUBESTAÇÃO AÉREA 112,5 KVA, 220/127V";"26/07/2006 - 09/08/2006";"15";"FINALIZADA";"504/2006";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"CONVITE";"R$        26.521,78";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"20";"SERVIÇOS DE EXECUÇÃO DA PINTURA EXTERNA E RECUPERAÇÃO DE ESQUADRIAS DAS RESIDÊNCIAS UNIVERSITÁRIAS I E II.";"19/06/2006 - 17/08/2006";"60";"FINALIZADA";"505/2006";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"CONVITE";"R$        25.359,77";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"25";"EXECUÇÃO DA EXTENSÃO DA REDE ELÉTRICA DE MÉDIA TENSÃO E DA INSTALAÇÃO DE TRANSFORMADORES NO CENTRO DE TECNOLOGIA DO CAMARÃO  CTC/UFRN  FAZENDA SANTA MÔNICA, NO MUNICÍPIO DE EXTREMOZ/RN";"14/09/2006 - 12/11/2006";"60";"FINALIZADA";"8/2006";" 08.482.291/0001-03 - PROSENG-PROJETOS E SERVIÇOS DE ENGENHARIA LTDA";"CONVITE";"R$       127.771,29";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"2463";"Reforma das Instalações Elétricas do Laboratório II de Física  Laboratório de Plasma -UFRN";"28/08/2007 - 20/12/2007";"120";"FINALIZADA";"1/2007";" 35.275.981/0001-64 - CELTA - CONTRUÇÕES E SERVIÇOS LTDA";"CONVITE";"R$        85.947,41";;"02/08/2005 - 02/02/2013";"FINEP/CT-INFRA 01/04 (1752005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"2164";"SERVIÇOS DE ADAPTAÇÃO E AMBIENTAÇÃO DA SECRETARIA DO CCHLA";"11/05/2007 - 25/07/2007";"75";"FINALIZADA";"502/2007";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"CONVITE";"R$        28.427,13";"TESOURO - EDUCAÇÃO (112000000)";;;"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES"
"2339";"REFORMA DO LABORATÓRIO DE ANÁLISES CLÍNICAS DO HOSPITAL ANA BEZERRA.";"25/05/2007 - 11/07/2007";"45";"FINALIZADA";"505/2007";" 08.270.171/0001-42 - CONSTRUTORA BANDEIRANTE LTDA";"CONVITE";"R$        60.055,77";;"18/12/2006 - 30/06/2012";"FUNPEC/UFRN-CONV. 144/2006-EMENDA P./SESU/RES. E MODER. UFRN (312007)";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA"
"3087";" EXECUÇÃO PELA CONTRATADA DOS SERVIÇOS DE AMPLIAÇÃO DA SECRETARIA DO DEPARTAMENTO DE QUÍMICA - CCET/UFRN, ";"02/01/2008 - 02/03/2008";"60";"FINALIZADA";"516/2007";" 08.735.254/0001-60 - GASPAR SERVIÇOS E CONSTRUÇÕES LTDA";"CONVITE";"R$        32.870,48";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"3085";"AMBIENTAÇÃO E AMPLIAÇÃO DAS INSTALAÇÕES ELÉTRICAS DA BILIOTECA SETORIAL DO CCHLA/UFRN";"02/01/2008 - 01/04/2008";"90";"FINALIZADA";"514/2007";" 08.735.254/0001-60 - GASPAR SERVIÇOS E CONSTRUÇÕES LTDA";"CONVITE";"R$        59.814,52";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES"
"3136";"REFORMA DOS BANHEIROS E SERVIÇOS DE PINTURA DO NÚCLEO EDUCACIONAL INFANTIL - NEI/CCSA/UFRN, ";"14/01/2008 - 13/04/2008";"90";"FINALIZADA";"517/2007";" 70.043.906/0001-79 - EXECUÇÃO ENGENHARIA LTDA";"CONVITE";"R$        65.258,06";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS"
"3093";"REFORMA E AMBIENTAÇÃO NA REITORIA - PROPLAN E SALA DOS COLEGIADOS E NA SUPERINTENDÊNCIA DE INFRA-ESTRUTURA";"02/01/2008 - 02/03/2008";"60";"FINALIZADA";"513/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        57.474,88";"TESOURO - EDUCAÇÃO (112000000)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"3148";"REFORMA DO LABORATÓRIO DE BIOLOGIA PESQUEIRA.";"15/01/2008 - 14/05/2008";"120";"FINALIZADA";"43/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$       162.341,97";"TESOURO - EDUCAÇÃO (112000000)";"25/10/2006 - 25/03/2012";"FUNPEC/CENPES/MONIT AMBIENTE MARINHO (2282006)";"440";"CENTRO DE BIOCIÊNCIAS"
"2683";"Execução de cercamento e colocação dos blocos de ancoragem no Campo de Produção Riacho Alasão 02.";"18/07/2007 - 17/08/2007";"30";"FINALIZADA";"4/2007";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        31.897,05";"TESOURO - EDUCAÇÃO (112000000)";"20/08/2003 - 30/07/2013";"CAMPO ESCOLA (1582003)";"1447";"GASTOS COMUNS"
"2670";"REFORMA DA BIBLIOTECA CENTRAL ZILA MAMEDE, PARA IMPLANTAÇÃO DE PLACA DE SINALIZAÇÃO E PISO TÀTIL E COLOCAÇÃO DE PLATAFORMA DE PERCUSO VERTICAL";"22/10/2007 - 19/01/2008";"90";"FINALIZADA";"509/2007";" 07.309.548/0001-67 - MVC CONSTRUÇÕES E EMPREENDIMENTOS LTDA.";"CONVITE";"R$        82.460,66";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE"
"1653";"REFORMA E ADAPTAÇÃO DA SALA 5 DO SETOR DE AULAS V PARA FUNCIONAMENTO DO PROJETO DE ENSINO À DISTÂNCIA-UFRN";"28/03/2007 - 27/05/2007";"60";"FINALIZADA";"3/2007";" 07.309.548/0001-67 - MVC CONSTRUÇÕES E EMPREENDIMENTOS LTDA.";"CONVITE";"R$        49.267,98";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"2525";"Implantação de duas plataformas de percurso vertical para deficientes no CB.";"20/09/2007 - 03/11/2007";"45";"FINALIZADA";"506/2007";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"CONVITE";"R$        22.422,61";"TESOURO - EDUCAÇÃO (112000000)";;;"440";"CENTRO DE BIOCIÊNCIAS"
"2471";"REFORMA DO PRÉDIO DA DIVISÃO DE ASSISTÊNCIA A SAÚDE - DAS/PRH/UFRN";"28/06/2007 - 11/08/2007";"45";"FINALIZADA";"503/2007";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"CONVITE";"R$        17.634,25";"SUS(1513689610) (151368961)";;;"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS"
"2935";"Locação, montagem e desmontagem de stands para XIII Feira de Ciência e Tecnologia da UFRN-CIENTEC.";"20/09/2007 - 01/10/2007";"11";"FINALIZADA";"510/2007";" 04.797.255/0001-88 - R M STANDS FEIRAS E CONGRESSOS LTDA ME";"CONVITE";"R$       168.094,95";"UNIV.FEDERAL DO RIO GRANDE DO NORTE (250154214)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"3896";"CONSTRUÇÃO DE MURO DE CONTORNO PARA FECHAMENTO DO CAMPUS DE MACAU/UFRN";"11/08/2008 - 25/10/2008";"75";"FINALIZADA";"1/2008";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"CONVITE";"R$        19.347,93";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"448";"CAMPUS REGIONAL SUPERIOR DE MACAU"
"4076";"ADEQUAÇÃO DO LABORATÓRIO DE GEOGRAFIA FÍSICA.";"16/10/2008 - 15/12/2008";"60";"FINALIZADA";"45/2008";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        33.735,10";"TESOURO - EDUCAÇÃO (112000000)";"17/04/2003 - 17/12/2010";"FINEP/INFRA-ESTRUTURA III (1122003)";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES"
"4332";"REFORMA DO NÚCLEO DE PRIMATOLOGIA DO CENTRO DE BIOCIÊNCIAS DA UFRN.";"07/01/2009 - 07/04/2009";"90";"FINALIZADA";"42/2008";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        66.019,53";"TESOURO - EDUCAÇÃO (112000000)";"30/10/2006 - 29/10/2012";"FUNPEC/FINEP/INFRA V (2212006)";"440";"CENTRO DE BIOCIÊNCIAS"
"4013";"ADEQUAÇÃO DO LABORATÓRIO DE ENTOMOLOGIA.";"31/10/2008 - 29/01/2009";"90";"FINALIZADA";"40/2008";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        47.996,03";"TESOURO - ORDINÁRIO (100000000)";"01/05/1999 - 31/12/2009";"FUNPEC/SERVICOS (1462001)";"440";"CENTRO DE BIOCIÊNCIAS"
"5299";"REFORMA DO LABORATÓRIO DE MULTIUSOS DO DEPARTAMENTO DE BIOQUÍMICA DO CENTRO DE BIOCIÊNCIAS NO CAMPUS CENTRAL DA UFRN.";"20/11/2009 - 04/01/2010";"45";"FINALIZADA";"8/2009";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"CONVITE";"R$        28.549,35";"TESOURO - EDUCAÇÃO (112000000)";"30/10/2006 - 29/10/2012";"FUNPEC/FINEP/INFRA V (2212006)";"440";"CENTRO DE BIOCIÊNCIAS"
"5301";"CONSTRUÇÃO E AMPLIAÇÃO DOS PRÉDIOS PARA SUBESTAÇÕES ABRIGADAS NO NÚCLEO DE TECNOLOGIA INDUSTRIAL DO CT E DO DEPARTAMENTO DE ARTES DO CCHLA DA UFRN.";"19/11/2009 - 17/02/2010";"90";"FINALIZADA";"16/2009";" 04.201.519/0001-99 - ESTRUTURAL EDIFICAÇÕES E PROJETOS LTDA";"CONVITE";"R$       119.453,02";"TESOURO - EDUCAÇÃO (112000000)";"13/11/2007 - 13/12/2012";"FUNPEC/FINEP/CT INFRA-VI (2082007)";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES"
"5046";"CONSTRUÇÃO DA SALA DE ISOLAMENTO, QUARENTENA E NECROPSIA DE ANIMAIS DO NÚCLEO DE PRIMATOLOGIA DO DEPARTAMENTO DE FISIOLOGIA DO CENTRO DE BIOCIÊNCIAS  UFRN.";"13/08/2009 - 21/11/2009";"100";"FINALIZADA";"14/2009";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        61.053,47";"TESOURO - EDUCAÇÃO (112000000)";"17/04/2003 - 17/12/2010";"FINEP/INFRA-ESTRUTURA III (1122003)";"440";"CENTRO DE BIOCIÊNCIAS"
"5393";" EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO,REFORMA DA QUADRA POLIESPORTIVA DA ESCOLA AGRÍCOLA DE JUNDIAÍ DA UFRN 2ª ETAPA.";"11/01/2010 - 11/04/2010";"90";"FINALIZADA";"502/2009";" 70.043.906/0001-79 - EXECUÇÃO ENGENHARIA LTDA";"CONVITE";"R$       150.547,93";"TESOURO - ORDINÁRIO (100000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ"
"4788";"SERVIÇOS DE MONTAGEM E INSTALAÇÃO DE UM QUADRO DE COMANDO TIPO MICROPROCESSADOR PARA GRUPO GERADOR DE EMERGÊNCIA DO NUPLAM/UFRN";"18/05/2009 - 15/10/2009";"150";"FINALIZADA";"501/2009";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"CONVITE";"R$        54.812,95";"TESOURO - EDUCAÇÃO (112000000)";"20/04/2005 - 20/11/2005";"19O ENECIC/2005 (852005)";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS"
"5322";"SERVIÇOS DE MONTAGEM DE POÇO ESCOLA NO RESERVATÓRIO R4 DO CAMPUS CENTRAL DA UFRN.";"03/12/2009 - 03/03/2010";"90";"FINALIZADA";"17/2009";" 04.636.756/0001-82 - ESAI - EMPRESA DE SERVIÇOS DE ASSESSORIA INDUSTRIAL LTDA.";"CONVITE";"R$       110.512,00";"TESOURO - EDUCAÇÃO (112000000)";"20/05/2008 - 30/06/2012";"FUNPEC/CENPES/PETRELEV (802008)";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"4630";"REFORMA DO LABORATÓRIO DE BIOMASSA DO CENTRO DE TECNOLOGIA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - UFRN";"07/04/2009 - 06/07/2009";"90";"FINALIZADA";"3/2009";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"CONVITE";"R$        40.420,00";"TESOURO - EDUCAÇÃO (112000000)";"30/11/2007 - 13/08/2012";"FUNPEC/CENPES/INFRA-ESTRUTURA LABORAT DE BIOMASSA (732008)";"445";"CENTRO DE TECNOLOGIA"
"6461";"O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE REFORMA PARA IMPLANTAÇÃO DA FARMÁCIA ESCOLA NO CENTRO DE CONVIVÊNCIA DA UFRN.";"31/12/2010 - 30/05/2011";"150";"FINALIZADA";"508/2010";" 08.603.790/0001-01 - F. GOMES ENGENHARIA E CONSULTORIA LTDA";"CONVITE";"R$        39.263,25";"SUS (153368961)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"6567";"O  PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE MANUTENÇÃO CORRETIVA E PREVENTIVA DA SUBESTAÇÃO ELÉTRICA ABRIGADA DO NUPLAM  NÚCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS,DE ACORDO COM OS PROJETOS BÁSICO E EXECUTIVO, ESPECIFICAÇÕES TÉCNICAS, PLANILHAS DE QUANTITATIVOS E DEMAIS ANEXOS DO CONVITE Nº 505/2010-SIN.


";"10/02/2011 - 10/07/2011";"150";"FINALIZADA";"505/2010";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"CONVITE";"R$        13.047,80";"SUS(1513689610) (151368961)";;;"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS"
"5776";"O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE PINTURA E REVISÃO DA COBERTURA DO PRÉDIO DA ESCOLA ALFREDO J. MONTEVERDE  CAMPUS DE MACAÍBA, DE ACORDO COM OS PROJETOS BÁSICO E EXECUTIVO, ESPECIFICAÇÕES TÉCNICAS, PLANILHAS DE QUANTITATIVOS E DEMAIS ANEXOS DO CONVITE Nº 501/2010-SIN.


";"26/05/2010 - 24/08/2010";"90";"FINALIZADA";"501/2010";" 35.275.841/0001-96 - PISO A TETO CONSTRUÇÕES E INCORPORAÇÃO LTDA";"CONVITE";"R$        44.613,23";"TESOURO - EDUCAÇÃO (112000000)";;;"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ"
"6083";"SERVIÇO DE ANÁLISE DO CÁLCULO ESTRUTURAL EXISTENTE, PROJETO, RECUPERAÇÃO E REFORÇO ESTRUTURAL EM VIGAS E PILARES DA ESTRUTURA EM CONCRETO ARMADO DO LABORATÓRIO DE CIMENTOS DO DEPARTAMENTO DE QUÍMICA DO CCET  UFRN.";"08/09/2010 - 06/01/2011";"120";"FINALIZADA";"5/2010";" 35.654.094/0001-05 - ENGECAL ENGENHARIA E CÁLCULOS LTDA";"CONVITE";"R$        98.841,62";;"01/01/2000 - 31/12/2015";"MANUTENCAO II (1512001)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"5908";"O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE ADAPTAÇÃO DE FAIXAS ELEVADAS PARA PEDESTRES NAS PARADAS DE ÔNIBUS DO ANEL VIÁRIO DO CAMPUS CENTRAL DA UFRN";"01/07/2010 - 13/11/2010";"135";"FINALIZADA";"503/2010";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"CONVITE";"R$        59.800,86";"TESOURO - ORDINÁRIO (100000000)";;;"5200";"SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIÊNCIA-SBPC"
"5822";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE RECUPERAÇÃO DE BANCOS E CALÇADAS DA PRAÇA DE EVENTOS DA UFRN.,DE ACORDO COM OS PROJETOS BÁSICO E EXECUTIVO, ESPECIFICAÇÕES TÉCNICAS, PLANILHAS DE QUANTITATIVOS E DEMAIS ANEXOS DO CONVITE Nº 502/2010-SIN.";"21/06/2010 - 05/08/2010";"45";"FINALIZADA";"502/2010";" 35.275.841/0001-96 - PISO A TETO CONSTRUÇÕES E INCORPORAÇÃO LTDA";"CONVITE";"R$        74.092,87";"TAXAS ACADEMICAS/CONCURSOS (250154009)";;;"5200";"SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIÊNCIA-SBPC"
"6150";"REFORMA NO LABORATÓRIO DE GEOMÁTICA DO DEPARTAMENTO DE GEOLOGIA NO CAMPUS CENTRAL DA UFRN.";"06/10/2010 - 03/02/2011";"120";"FINALIZADA";"4/2010";" 07.188.930/0001-60 - IM ENGENHARIA LTDA EPP";"CONVITE";"R$        46.493,97";;"12/01/2005 - 12/01/2012";"FINEP/REDE 05/02 MARISCO CONTINUIDADE (352005)";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA"
"6457";"REFORMA E AMPLIAÇÃO DO CANIL DO CENTRO DE BIOCIÊNCIAS DA UFRN.";"04/01/2011 - 05/03/2011";"60";"FINALIZADA";"1/2010";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"CONVITE";"R$        99.932,13";;"13/11/2007 - 13/12/2012";"FUNPEC/FINEP/CT INFRA-VI (2082007)";"440";"CENTRO DE BIOCIÊNCIAS"
"6565";" O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE EXECUÇÃO DE COBERTURA NAS ÁREAS VERDES DO DEPARTAMENTO DE FISIOTERAPIA";"10/02/2011 - 10/06/2011";"120";"FINALIZADA";"507/2010";" 09.363.073/0001-12 - JACOME ENGENHARIA LTDA ME";"CONVITE";"R$        36.419,97";"SUS(1513689610) (151368961)";;;"4401";"COMPLEXO DE ESPORTES E EVENTOS"
"6583";" O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE REFORMA NO ESPAÇO LOCALIZADO NO HOSPITAL MOSENHOR WALFREDO GURGEL CEDIDO PARA A DISCIPLINA DE URGÊNCIA E EMERGÊNCIA DO CURSO DE MEDICINA DA UFRN,";"10/02/2011 - 05/02/2012";"150";"FINALIZADA";"509/2010";" 04.259.129/0001-70 - ALCALINAS SERVIÇOS LTDA-ME";"CONVITE";"R$        67.550,78";"SUS(1513689610) (151368961)";;;"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
"7273";"O OBJETO DO PRESENTE CONTRATO É A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DA OBRA/SERVIÇO DE SUBSTITUIÇÃO E MANUTENÇÃO NA CENTRAL DE GASES MEDICINAIS DO HOSPITAL UNIVERSITÁRIO ANA BEZERRA.";"10/10/2011 - 08/03/2012";"120";"FINALIZADA";"502/2011";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"CONVITE";"R$        43.384,58";"TESOURO - EDUCAÇÃO (112000000)";;;"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA"
"6966";"ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA, ESTRUTURA, INCLUINDO FUNDAÇÕES, INSTALAÇÕES ELÉTRICAS, TELEFÔNICAS, DE DADOS, DE VOZ, DE SEGURANÇA ELETRÔNICA E ALARME, DE CLIMATIZAÇÃO, DE SONORIZAÇÃO, HIDRÁULICAS, SANITÁRIAS, DE ÁGUAS PLUVIAIS, DE PREVENÇÃO E COMBATE A INCÊNDIO, TRATAMENTO ACÚSTICO E DE GASES ESPECIAIS PARA O LABORATÓRIO DE MODELAGEM DE ESCOAMENTOS MULTIFÁSICOS NO CAMPUS CENTRAL DA UFRN.";"03/06/2011 - 12/02/2012";"254";"FINALIZADA";"1/2011";" 08.517.690/0001-62 - OLIVEIRA DANTAS TRANSPORTES E CONSTRUÇÕES";"CONVITE";"R$        22.373,01";;"01/01/2000 - 31/12/2015";"MANUTENCAO II (1512001)";"445";"CENTRO DE TECNOLOGIA"
"6966";"ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA, ESTRUTURA, INCLUINDO FUNDAÇÕES, INSTALAÇÕES ELÉTRICAS, TELEFÔNICAS, DE DADOS, DE VOZ, DE SEGURANÇA ELETRÔNICA E ALARME, DE CLIMATIZAÇÃO, DE SONORIZAÇÃO, HIDRÁULICAS, SANITÁRIAS, DE ÁGUAS PLUVIAIS, DE PREVENÇÃO E COMBATE A INCÊNDIO, TRATAMENTO ACÚSTICO E DE GASES ESPECIAIS PARA O LABORATÓRIO DE MODELAGEM DE ESCOAMENTOS MULTIFÁSICOS NO CAMPUS CENTRAL DA UFRN.";"03/06/2011 - 12/02/2012";"254";"FINALIZADA";"1/2011";" 08.517.690/0001-62 - OLIVEIRA DANTAS TRANSPORTES E CONSTRUÇÕES";"CONVITE";"R$        22.373,01";;"23/09/2010 - 18/07/2012";"FUNPEC/UFRN/PETROBRAS/MULTIFASICOS (1222010)";"445";"CENTRO DE TECNOLOGIA"
